,main_level,main_level_tag,sub_level,sub_level_tag,problem_idx,problem_comment,input_comment,output_comment,sample_data,chatGPT_output_code
62,13,정렬,6,소트인사이드,1427,"배열을 정렬하는 것은 쉽다. 수가 주어지면, 그 수의 각 자리수를 내림차순으로 정렬해보자.","첫째 줄에 정렬하려고 하는 수 N이 주어진다. N은 1,000,000,000보다 작거나 같은 자연수이다.",첫째 줄에 자리수를 내림차순으로 정렬한 수를 출력한다.,"[['2143', '4321'], ['999998999', '999999998'], ['61423', '64321'], ['500613009', '965310000']]","#include <stdio.h>
#include <string.h>
#include <stdlib.h>

int desc(const void *a, const void *b) {
    return *(char*)b - *(char*)a; // 내림차순 정렬을 위한 비교 함수
}

int main() {
    char str[11]; // 정렬할 수를 문자열로 입력 받음
    scanf(""%s"", str);

    int len = strlen(str);
    qsort(str, len, sizeof(char), desc); // qsort 함수를 이용한 내림차순 정렬

    printf(""%s\n"", str);

    return 0;
}"
63,13,정렬,7,좌표 정렬하기,11650,"2차원 평면 위의 점 N개가 주어진다. 좌표를 x좌표가 증가하는 순으로, x좌표가 같으면 y좌표가 증가하는 순서로 정렬한 다음 출력하는 프로그램을 작성하시오.","첫째 줄에 점의 개수 N (1 ≤ N ≤ 100,000)이 주어진다. 둘째 줄부터 N개의 줄에는 i번점의 위치 xi와 yi가 주어진다. (-100,000 ≤ xi, yi ≤ 100,000) 좌표는 항상 정수이고, 위치가 같은 두 점은 없다.",첫째 줄부터 N개의 줄에 점을 정렬한 결과를 출력한다.,"[['5\n3 4\n1 1\n1 -1\n2 2\n3 3', '1 -1\n1 1\n2 2\n3 3\n3 4']]","#include <stdio.h>
#include <algorithm>

using namespace std;

struct point { // 좌표 구조체
    int x, y;
};

bool cmp(const point& a, const point& b) { // 정렬 기준 함수
    if (a.x == b.x) { // x좌표가 같은 경우
        return a.y < b.y; // y좌표가 증가하는 순으로 정렬
    } else { // x좌표가 다른 경우
        return a.x < b.x; // x좌표가 증가하는 순으로 정렬
    }
}

int main() {
    int n;
    scanf(""%d"", &n);

    point arr[n];
    for (int i = 0; i < n; i++) {
        scanf(""%d %d"", &arr[i].x, &arr[i].y);
    }

    sort(arr, arr+n, cmp); // 좌표 정렬

    for (int i = 0; i < n; i++) {
        printf(""%d %d\n"", arr[i].x, arr[i].y); // 정렬된 좌표 출력
    }

    return 0;
}"
64,13,정렬,8,좌표 정렬하기 2,11651,"2차원 평면 위의 점 N개가 주어진다. 좌표를 y좌표가 증가하는 순으로, y좌표가 같으면 x좌표가 증가하는 순서로 정렬한 다음 출력하는 프로그램을 작성하시오.","첫째 줄에 점의 개수 N (1 ≤ N ≤ 100,000)이 주어진다. 둘째 줄부터 N개의 줄에는 i번점의 위치 xi와 yi가 주어진다. (-100,000 ≤ xi, yi ≤ 100,000) 좌표는 항상 정수이고, 위치가 같은 두 점은 없다.",첫째 줄부터 N개의 줄에 점을 정렬한 결과를 출력한다.,"[['5\n0 4\n1 2\n1 -1\n2 2\n3 3', '1 -1\n1 2\n2 2\n3 3\n0 4']]","#include <stdio.h>
#include <algorithm>

#define MAX_N 100000 // 최대 점의 개수

using namespace std;

typedef struct _point {
    int x, y;
} Point;

bool cmp(const Point &a, const Point &b) { // 정렬 기준 함수
    if (a.y == b.y) return a.x < b.x; // y 좌표가 같으면 x 좌표 순으로 정렬
    else return a.y < b.y; // y 좌표가 다르면 y 좌표 순으로 정렬
}

int main() {
    int n;
    Point points[MAX_N]; // 점들을 저장할 구조체 배열

    scanf(""%d"", &n);
    for (int i = 0; i < n; i++) {
        scanf(""%d %d"", &points[i].x, &points[i].y);
    }
    sort(points, points+n, cmp); // 구조체를 정렬

    for (int i = 0; i < n; i++) {
        printf(""%d %d\n"", points[i].x, points[i].y); // 정렬된 순서대로 출력
    }

    return 0;
}"
65,13,정렬,9,단어 정렬,1181,알파벳 소문자로 이루어진 N개의 단어가 들어오면 아래와 같은 조건에 따라 정렬하는 프로그램을 작성하시오.,"첫째 줄에 단어의 개수 N이 주어진다. (1 ≤ N ≤ 20,000) 둘째 줄부터 N개의 줄에 걸쳐 알파벳 소문자로 이루어진 단어가 한 줄에 하나씩 주어진다. 주어지는 문자열의 길이는 50을 넘지 않는다.",조건에 따라 정렬하여 단어들을 출력한다.,"[['13\nbut\ni\nwont\nhesitate\nno\nmore\nno\nmore\nit\ncannot\nwait\nim\nyours', 'i\nim\nit\nno\nbut\nmore\nwait\nwont\nyours\ncannot\nhesitate']]","#include<iostream>
#include<algorithm>
#include<vector>
#include<string>
using namespace std;

int main() {
    ios_base::sync_with_stdio(0);
    cin.tie(0);
    cout.tie(0);

    int n;
    cin >> n;

    vector<string> v(n);

    for (int i = 0; i < n; i++) {
        cin >> v[i];
    }

    sort(v.begin(), v.end(), [](const string& a, const string& b) {
        if (a.size() == b.size()) {
            return a < b;
        }
        return a.size() < b.size();
        });

    v.erase(unique(v.begin(), v.end()), v.end());

    for (const string& s : v) {
        cout << s << '\n';
    }

    return 0;
}"
66,13,정렬,10,나이순 정렬,10814,"온라인 저지에 가입한 사람들의 나이와 이름이 가입한 순서대로 주어진다. 이때, 회원들을 나이가 증가하는 순으로, 나이가 같으면 먼저 가입한 사람이 앞에 오는 순서로 정렬하는 프로그램을 작성하시오.","첫째 줄에 온라인 저지 회원의 수 N이 주어진다. (1 ≤ N ≤ 100,000)","첫째 줄부터 총 N개의 줄에 걸쳐 온라인 저지 회원을 나이 순, 나이가 같으면 가입한 순으로 한 줄에 한 명씩 나이와 이름을 공백으로 구분해 출력한다.","[['3\n21 Junkyu\n21 Dohyun\n20 Sunyoung', '20 Sunyoung\n21 Junkyu\n21 Dohyun']]","#include <stdio.h>
#include <algorithm>
#include <string>
#include <vector>
using namespace std;

struct Member {
    int age;
    string name;
    int order; // 가입한 순서
};

bool cmp(const Member& a, const Member& b) { // 비교 함수
    if (a.age == b.age) {
        return a.order < b.order; // 가입한 순서로 정렬
    }
    return a.age < b.age;
}

int main() {
    int N;
    vector<Member> members;

    scanf(""%d"", &N);

    // 입력 받기
    for (int i = 0; i < N; i++) {
        int age;
        char name[101];
        scanf(""%d %s"", &age, name);
        members.push_back({ age, name, i }); // 가입한 순서를 저장
    }

    sort(members.begin(), members.end(), cmp); // 비교 함수로 정렬

    // 출력하기
    for (int i = 0; i < N; i++) {
        printf(""%d %s\n"", members[i].age, members[i].name.c_str()); // string을 char 배열로 변환하여 출력
    }

    return 0;
}"
67,13,정렬,11,좌표 압축,18870,"수직선 위에 N개의 좌표 X1, X2, ..., XN이 있다. 이 좌표에 좌표 압축을 적용하려고 한다.",첫째 줄에 N이 주어진다.,"첫째 줄에 X'1, X'2, ..., X'N을 공백 한 칸으로 구분해서 출력한다.","[['5\n2 4 -10 4 -9', '2 3 0 3 1'], ['6\n1000 999 1000 999 1000 999', '1 0 1 0 1 0']]","#include <stdio.h>
#include <vector>
#include <algorithm>

using namespace std;

int main() {
    int n;
    scanf(""%d"", &n);

    vector<int> x(n);
    for(int i=0; i<n; i++) {
        scanf(""%d"", &x[i]);
    }

    vector<int> sorted_x = x; // 복사
    sort(sorted_x.begin(), sorted_x.end()); // 정렬
    sorted_x.erase(unique(sorted_x.begin(), sorted_x.end()), sorted_x.end()); // 중복 제거

    for(int i=0; i<n; i++) { // 정렬된 배열에서 현재 좌표 위치 찾아 출력
        printf(""%d "", lower_bound(sorted_x.begin(), sorted_x.end(), x[i]) - sorted_x.begin());
    }

    return 0;
}"
68,14,집합과 맵,1,숫자 카드,10815,"숫자 카드는 정수 하나가 적혀져 있는 카드이다. 상근이는 숫자 카드 N개를 가지고 있다. 정수 M개가 주어졌을 때, 이 수가 적혀있는 숫자 카드를 상근이가 가지고 있는지 아닌지를 구하는 프로그램을 작성하시오.","첫째 줄에 상근이가 가지고 있는 숫자 카드의 개수 N(1 ≤ N ≤ 500,000)이 주어진다. 둘째 줄에는 숫자 카드에 적혀있는 정수가 주어진다. 숫자 카드에 적혀있는 수는 -10,000,000보다 크거나 같고, 10,000,000보다 작거나 같다. 두 숫자 카드에 같은 수가 적혀있는 경우는 없다.","첫째 줄에 입력으로 주어진 M개의 수에 대해서, 각 수가 적힌 숫자 카드를 상근이가 가지고 있으면 1을, 아니면 0을 공백으로 구분해 출력한다.","[['5\n6 3 2 10 -10\n8\n10 9 -5 2 3 4 5 -10', '1 0 0 1 1 0 0 1']]","#include <stdio.h>
#include <stdlib.h>

int num[500000];

int cmp(const void *a, const void *b) { // qsort를 위한 비교 함수
    return *(int*)a - *(int*)b;
}

int binary_search(int n, int value) { // 이진 탐색 함수
    int left = 0, right = n-1, mid;
    while (left <= right) {
        mid = (left+right)/2;
        if (num[mid] == value) { // 찾으려는 값이 배열 내에 존재하면 1 반환
            return 1;
        } else if (num[mid] < value) { // 찾으려는 값이 중간 위치보다 크다면 오른쪽 탐색
            left = mid+1;
        } else { // 찾으려는 값이 중간 위치보다 작다면 왼쪽 탐색
            right = mid-1;
        }
    }
    return 0; // 찾으려는 값이 없으면 0 반환
}

int main() {
    int n, m, value;
    scanf(""%d"", &n);
    for (int i = 0; i < n; i++) {
        scanf(""%d"", &num[i]);
    }
    scanf(""%d"", &m);
    qsort(num, n, sizeof(int), cmp); // 먼저 배열을 정렬함
    for (int i = 0; i < m; i++) {
        scanf(""%d"", &value);
        printf(""%d "", binary_search(n, value)); // 각 값에 대해 이진 탐색 실행하면서 출력
    }
    printf(""\n"");
    return 0;
}"
69,14,집합과 맵,5,숫자 카드 2,10816,"숫자 카드는 정수 하나가 적혀져 있는 카드이다. 상근이는 숫자 카드 N개를 가지고 있다. 정수 M개가 주어졌을 때, 이 수가 적혀있는 숫자 카드를 상근이가 몇 개 가지고 있는지 구하는 프로그램을 작성하시오.","첫째 줄에 상근이가 가지고 있는 숫자 카드의 개수 N(1 ≤ N ≤ 500,000)이 주어진다. 둘째 줄에는 숫자 카드에 적혀있는 정수가 주어진다. 숫자 카드에 적혀있는 수는 -10,000,000보다 크거나 같고, 10,000,000보다 작거나 같다.","첫째 줄에 입력으로 주어진 M개의 수에 대해서, 각 수가 적힌 숫자 카드를 상근이가 몇 개 가지고 있는지를 공백으로 구분해 출력한다.","[['10\n6 3 2 10 10 10 -10 -10 7 3\n8\n10 9 -5 2 3 4 5 -10', '3 0 0 1 2 0 0 2']]","#include <stdio.h>
#include <stdlib.h>

int main() {
    int n, m, i, num;
    scanf(""%d"", &n);
    int* arr = (int*) malloc(n * sizeof(int)); // 동적 메모리 할당
    for (i = 0; i < n; i++) {
        scanf(""%d"", &arr[i]);
    }
    scanf(""%d"", &m);
    int* cnt = (int*) calloc(20000001, sizeof(int)); // 동적 메모리 할당 및 초기화
    for (i = 0; i < n; i++) {
        cnt[arr[i] + 10000000]++; // 배열 요소 값이 음수가 되지 않도록 +10000000
    }
    for (i = 0; i < m; i++) {
        scanf(""%d"", &num);
        printf(""%d "", cnt[num + 10000000]); // 배열 요소 값이 음수가 되지 않도록 +10000000
    }
    free(arr); // 동적 메모리 해제
    free(cnt); // 동적 메모리 해제
    return 0;
}"
70,14,집합과 맵,7,대칭 차집합,1269,"자연수를 원소로 갖는 공집합이 아닌 두 집합 A와 B가 있다. 이때, 두 집합의 대칭 차집합의 원소의 개수를 출력하는 프로그램을 작성하시오. 두 집합 A와 B가 있을 때, (A-B)와 (B-A)의 합집합을 A와 B의 대칭 차집합이라고 한다.","첫째 줄에 집합 A의 원소의 개수와 집합 B의 원소의 개수가 빈 칸을 사이에 두고 주어진다. 둘째 줄에는 집합 A의 모든 원소가, 셋째 줄에는 집합 B의 모든 원소가 빈 칸을 사이에 두고 각각 주어진다. 각 집합의 원소의 개수는 200,000을 넘지 않으며, 모든 원소의 값은 100,000,000을 넘지 않는다.",첫째 줄에 대칭 차집합의 원소의 개수를 출력한다.,"[['3 5\n1 2 4\n2 3 4 5 6', '4']]","#include <stdio.h>
#include <stdlib.h>

int cmp(const void *a, const void *b) {
    return *(int*)a - *(int*)b;
}

int main() {
    int n, m;
    scanf(""%d %d"", &n, &m);
    int a[n], b[m];
    for (int i = 0; i < n; i++) {
        scanf(""%d"", &a[i]);
    }
    for (int i = 0; i < m; i++) {
        scanf(""%d"", &b[i]);
    }
    qsort(a, n, sizeof(int), cmp);
    qsort(b, m, sizeof(int), cmp);
    int cnt = 0;
    int i = 0, j = 0;
    while (i < n && j < m) {
        if (a[i] == b[j]) {
            i++;
            j++;
        }
        else if (a[i] > b[j]) {
            j++;
            cnt++;
        }
        else {
            i++;
            cnt++;
        }
    }
    cnt += n - i + m - j; // 남은 숫자들이 대칭 차집합 원소임
    printf(""%d"", cnt);
    return 0;
}"
71,15,"약수, 배수와 소수 2",1,최소공배수,1934,"두 자연수 A와 B에 대해서, A의 배수이면서 B의 배수인 자연수를 A와 B의 공배수라고 한다. 이런 공배수 중에서 가장 작은 수를 최소공배수라고 한다. 예를 들어, 6과 15의 공배수는 30, 60, 90등이 있으며, 최소 공배수는 30이다.","첫째 줄에 테스트 케이스의 개수 T(1 ≤ T ≤ 1,000)가 주어진다. 둘째 줄부터 T개의 줄에 걸쳐서 A와 B가 주어진다. (1 ≤ A, B ≤ 45,000)",첫째 줄부터 T개의 줄에 A와 B의 최소공배수를 입력받은 순서대로 한 줄에 하나씩 출력한다.,"[['3\n1 45000\n6 10\n13 17', '45000\n30\n221']]","#include <stdio.h>

int gcd(int a, int b) { // 최대공약수 함수
    if (a % b == 0) {
        return b;
    }
    return gcd(b, a % b);
}

int lcm(int a, int b) { // 최소공배수 함수
    return a * b / gcd(a, b);
}

int main() {
    int T;
    scanf(""%d"", &T);

    for (int i = 0; i < T; i++) {
        int A, B;
        scanf(""%d %d"", &A, &B);
        printf(""%d\n"", lcm(A, B));
    }

    return 0;
}"
72,15,"약수, 배수와 소수 2",3,분수 합,1735,"분수 A/B는 분자가 A, 분모가 B인 분수를 의미한다. A와 B는 모두 자연수라고 하자.","첫째 줄과 둘째 줄에, 각 분수의 분자와 분모를 뜻하는 두 개의 자연수가 순서대로 주어진다. 입력되는 네 자연수는 모두 30,000 이하이다.",첫째 줄에 구하고자 하는 기약분수의 분자와 분모를 뜻하는 두 개의 자연수를 빈 칸을 사이에 두고 순서대로 출력한다.,"[['2 7\n3 5', '31 35']]","#include <stdio.h>

int gcd(int a, int b) { // 최대공약수
    while (b != 0) {
        int r = a % b;
        a = b;
        b = r;
    }
    return a;
}

int main() {
    int a1, b1, a2, b2;
    scanf(""%d %d %d %d"", &a1, &b1, &a2, &b2);

    int numerator = (a1 * b2) + (a2 * b1); // 분자
    int denominator = b1 * b2; // 분모

    int g = gcd(numerator, denominator); // 최대공약수 구하기
    numerator /= g;
    denominator /= g;

    printf(""%d %d"", numerator, denominator);
    return 0;
}"
73,15,"약수, 배수와 소수 2",4,가로수,2485,직선으로 되어있는 도로의 한 편에 가로수가 임의의 간격으로 심어져있다. KOI 시에서는 가로수들이 모두 같은 간격이 되도록 가로수를 추가로 심는 사업을 추진하고 있다. KOI 시에서는 예산문제로 가능한 한 가장 적은 수의 나무를 심고 싶다.,"첫째 줄에는 이미 심어져 있는 가로수의 수를 나타내는 하나의 정수 N이 주어진다(3 ≤ N ≤ 100,000). 둘째 줄부터 N개의 줄에는 각 줄마다 심어져 있는 가로수의 위치가 양의 정수로 주어지며, 가로수의 위치를 나타내는 정수는 1,000,000,000 이하이다. 가로수의 위치를 나타내는 정수는 모두 다르다.",모든 가로수가 같은 간격이 되도록 새로 심어야 하는 가로수의 최소수를 첫 번째 줄에 출력한다.,"[['4\n1\n3\n7\n13', '3'], ['4\n2\n6\n12\n18', '5']]","#include <stdio.h>
#include <algorithm>

using namespace std;

int gcd(int a, int b) { // 최대공약수 구하는 함수
    return b == 0 ? a : gcd(b, a % b);
}

int arr[100001];

int main() {
    int n;
    scanf(""%d"", &n);

    for (int i = 0; i < n; i++) {
        scanf(""%d"", &arr[i]);
    }

    int diff[100001];
    for (int i = 1; i < n; i++) {
        diff[i - 1] = arr[i] - arr[i - 1];
    }

    int g = gcd(diff[0], diff[1]); // 처음 두 가로수 간격의 최대공약수 구하기
    for (int i = 2; i < n - 1; i++) {
        g = gcd(g, diff[i]); // 각 가로수 간격의 최대공약수 구하기
    }

    int count = 0;
    for (int i = 0; i < n - 1; i++) {
        int d = arr[i + 1] - arr[i]; // 현재 가로수와 다음 가로수 간격
        if (d > g) { // 현재 가로수와 다음 가로수 사이에 새로운 가로수를 심어야 하는 경우
            count += (d - 1) / g; // 새로 심을 가로수의 수 계산
        }
    }

    printf(""%d\n"", count);

    return 0;
}"
74,15,"약수, 배수와 소수 2",6,소수 구하기,1929,M이상 N이하의 소수를 모두 출력하는 프로그램을 작성하시오.,"첫째 줄에 자연수 M과 N이 빈 칸을 사이에 두고 주어진다. (1 ≤ M ≤ N ≤ 1,000,000) M이상 N이하의 소수가 하나 이상 있는 입력만 주어진다.","한 줄에 하나씩, 증가하는 순서대로 소수를 출력한다.","[['3 16', '3\n5\n7\n11\n13']]","#include <stdio.h>

int main() {
    int m, n;
    scanf(""%d %d"", &m, &n);

    // 에라토스테네스의 체 알고리즘을 이용하여 소수를 구함
    int arr[1000001] = {0,}; // 1~1000000사이의 숫자들이 소수인지 아닌지를 판별하는 배열
    for(int i=2; i<=n; i++) {
        if(arr[i] == 0) { // 아직 소수가 아니라고 판별되지 않았다면
            if(i >= m) printf(""%d\n"", i); // M 이상의 소수이면 출력
            for(int j=i*2; j<=n; j+=i) { // i의 배수인 숫자들은 소수가 아님
                arr[j] = 1;
            }
        }
    }

    return 0;
}"
75,15,"약수, 배수와 소수 2",7,베르트랑 공준,4948,"베르트랑 공준은 임의의 자연수 n에 대하여, n보다 크고, 2n보다 작거나 같은 소수는 적어도 하나 존재한다는 내용을 담고 있다.",입력은 여러 개의 테스트 케이스로 이루어져 있다. 각 케이스는 n을 포함하는 한 줄로 이루어져 있다.,"각 테스트 케이스에 대해서, n보다 크고, 2n보다 작거나 같은 소수의 개수를 출력한다.","[['1\n10\n13\n100\n1000\n10000\n100000\n0', '1\n4\n3\n21\n135\n1033\n8392']]","#include <stdio.h>
#define MAX_N 123456

int prime[MAX_N * 2 + 1] = {0,}; // 에라토스테네스의 체를 이용해서 소수를 구하기 위한 배열

void find_prime() {
    prime[0] = prime[1] = 1; // 0, 1은 소수가 아님
    for (int i = 2; i <= MAX_N * 2; i++) {
        if (prime[i] == 0) { // 아직 소수가 아니라고 판별되지 않았다면
            for (int j = i + i; j <= MAX_N * 2; j += i) { // i의 배수인 숫자들은 소수가 아님
                prime[j] = 1;
            }
        }
    }
}

int count_prime(int n) { // n보다 크고, 2n보다 작거나 같은 소수의 개수 반환
    int cnt = 0;
    for (int i = n + 1; i <= n * 2; i++) {
        if (prime[i] == 0) cnt++;
    }
    return cnt;
}

int main() {
    find_prime(); // 소수 구하기
    while (1) {
        int n;
        scanf(""%d"", &n);
        if (n == 0) break; // 입력이 0이면 종료
        printf(""%d\n"", count_prime(n)); // n보다 크고, 2n보다 작거나 같은 소수의 개수 출력
    }

    return 0;
}"
76,15,"약수, 배수와 소수 2",8,골드바흐 파티션,17103,"짝수 N을 두 소수의 합으로 나타내는 표현을 골드바흐 파티션이라고 한다. 짝수 N이 주어졌을 때, 골드바흐 파티션의 개수를 구해보자. 두 소수의 순서만 다른 것은 같은 파티션이다.","첫째 줄에 테스트 케이스의 개수 T (1 ≤ T ≤ 100)가 주어진다. 각 테스트 케이스는 한 줄로 이루어져 있고, 정수 N은 짝수이고, 2 < N ≤ 1,000,000을 만족한다.",각각의 테스트 케이스마다 골드바흐 파티션의 수를 출력한다.,"[['5\n6\n8\n10\n12\n100', '1\n1\n2\n1\n6']]","#include <stdio.h>
#define MAX 1000000

int is_prime[MAX+1]; // 소수 판별을 저장할 배열

// 에라토스테네스의 체 알고리즘으로 소수 판별 배열 만들기
void eratosthenes() {
    is_prime[0] = is_prime[1] = 1; // 0과 1은 소수가 아님
    for (int i = 2; i * i <= MAX; i++) {
        if (is_prime[i] == 0) { // 소수인 경우
            for (int j = i * i; j <= MAX; j += i) {
                is_prime[j] = 1; // i의 배수는 소수가 아님
            }
        }
    }
}

int main() {
    eratosthenes();

    int T;
    scanf(""%d"", &T);

    while (T--) {
        int N;
        scanf(""%d"", &N);

        int count = 0; // 골드바흐 파티션 수
        for (int i = 2; i <= N/2; i++) { // i는 2부터 N/2까지
            if (is_prime[i] == 0 && is_prime[N-i] == 0) { // i와 N-i가 모두 소수인 경우
                count++;
            }
        }

        printf(""%d\n"", count);
    }

    return 0;
}"
77,15,"약수, 배수와 소수 2",9,창문 닫기,13909,"서강대학교 컴퓨터공학과 실습실 R912호에는 현재 N개의 창문이 있고 또 N명의 사람이 있다. 1번째 사람은 1의 배수 번째 창문을 열려 있으면 닫고 닫혀 있으면 연다.  2번째 사람은 2의 배수 번째 창문을 열려 있으면 닫고 닫혀 있으면 연다. 이러한 행동을 N번째 사람까지 진행한 후 열려 있는 창문의 개수를 구하라. 단, 처음에 모든 창문은 닫혀 있다.","첫 번째 줄에는 창문의 개수와 사람의 수 N(1 ≤ N ≤ 2,100,000,000)이 주어진다.",마지막에 열려 있는 창문의 개수를 출력한다.,"[['3', '1'], ['24', '4']]","#include <stdio.h>
#include <math.h>

int main() {
    int n;
    scanf(""%d"", &n);

    int sqrtn = sqrt(n); // n의 제곱근 구하기

    printf(""%d"", sqrtn); // 제곱근 값이 열려있는 창문 개수

    return 0;
}"
